"","agg_code","agg_desc","11","21","22","23","31","32","33","42","48","49","4X","51","52","53","54","55","56","61","62","71","72","81","S0"
"1","11","Agri, Forestry, Fishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","21","Mining, Fossil Extraction",2.2713895631068,90814.0610314266,127.74273904422,41.1116304759024,9.60659385113268,57.5073374860012,28.8184747298661,17.1424272400987,357.820051951741,0.628781483871714,15.7270050018132,1.17233009708738,7.619401344015,22.2694147764258,28.7928466617004,0.803352734672055,6.7111570447299,0.0732706310679611,0.325647249190938,0.838541666666666,4.83411217910176,0.902796380813015,0
"3","22","Electricity, Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","23","Construction",6869.6072464112,4467.53392409523,25470.6833933307,2828.6366178449,4710.19668394906,10326.3105010312,15774.9535939997,5419.58863094379,13343.1992429157,1386.06225086753,15539.7529609775,18528.2807966379,17764.2328643952,261365.435829064,3445.94496019183,6544.30393896191,2871.97294512873,6573.10537767829,16814.7360821698,5027.72576543139,10670.7801737269,8936.32473031689,140960.255353123
"5","31","Food, Drink, Textile, Apparel",180.887646027071,48.1755303306086,31.0273356057848,73.9264983287554,31.3140947148956,72.1485918522686,255.692545242402,160.814508389317,160.854001125593,48.6823938334102,351.165205017043,64.6355031935665,220.173643975246,1850.07380948714,72.3779991395572,15.7717510010921,90.7879339444684,79.6043286891485,78.3425886090612,181.977330641692,120.438825826522,70.6574444848926,24.8922236683324
"6","32","Bio, Chemical, Mineral Products",58.15999745727,80.7684623833641,922.174229122318,89.0174077134765,252.675050157569,502.161327634648,502.217147902409,176.646593993031,68.3349178317346,23.3429716218244,125.391304702587,32.4050132948788,47.7311577604552,3991.07857672111,33.332065037693,13.8895284647614,92.3814038527646,2.77997850151035,9.13671174960573,22.9391841739944,117.880935550333,21.9235952196981,35.4249397727273
"7","33","Metal, Vehicles, Machinery",19532.0079211612,10867.8730447135,22728.7820039262,23243.8387632962,12405.0068865409,37906.4376460725,51578.5609298664,26472.5912502269,35856.232523074,5325.66592012112,28176.6526316641,34654.2983834177,60912.9287752315,49801.7769954286,20079.256484636,4457.08234797767,11754.4826189282,4646.71863080862,33614.246448401,5006.87979405333,15695.2092928188,10520.3807781229,93270.9727419101
"8","42","Wholesale Trade",4349.67128882524,1835.68733393447,4136.64169838526,2805.1515768964,1896.08222090402,5593.44791249721,8466.79987596039,4443.48327758482,3641.12649920692,708.629888827992,4679.3474542634,12289.697396371,7509.90673457064,6994.73391127249,4580.58683748612,1194.53767244988,2409.67870248208,1052.7164515312,8492.20920737762,1074.08087905445,2702.40889450689,1785.89967204444,10400.4753335687
"9","4X","Retail Trade",1109.13719826818,679.392149303881,567.412106453333,2122.15529047464,417.506426676384,1280.50752392695,2430.34777473972,2293.39095771496,1306.37408638953,303.208705828205,3086.63342207835,2073.47792914729,5031.30258731513,10539.9130915404,1655.18323637013,459.679794032926,1152.94716108223,568.442669347524,844.531657930058,975.856498609337,836.198838622648,651.039092859578,0
"10","48","Transport",527.148080691572,255.739543166527,781.493353221355,490.294500804156,301.156776487166,893.541137390233,1420.79334296735,774.830727710531,745.123573413464,131.109693255423,1532.52580445217,915.517302236768,1716.87637331823,1706.57212653006,610.723956810556,213.048056471196,346.591798822197,172.512108228712,656.766928186771,227.948669015749,578.451111035942,337.576389047635,1371.43046773579
"11","49","Delivery, Warehousing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","51","Information Industries",11.7809037753586,123.672798770991,279.574246092766,211.042032804051,121.683169281574,608.732480671364,4205.17467976546,3309.45558192356,297.733776640339,226.819518726347,1157.29491095032,66044.6608737422,5329.37216956569,461.375545505983,19414.9706589696,3076.34086471084,2517.26927749215,850.530740951509,652.786828280555,7122.75819084221,91.2571503277326,329.84841122286,5942.13597811493
"13","52","Finance, Insurance",0,0,0,0,0,0,0,0,0,0,0,0,0,10727.36,0,0,0,0,0,0,0,0,0
"14","53","Housing, Real Estate",14,7,31,17,20,36,71.667217046011,639,377.765325310267,45.234674689733,5931,285,1053,105414.64,204,574,96,19,111,117,675,810,0
"15","54","Science, Prof. Services",1757.42496752901,3629.34897059938,4482.00388202978,4255.24545001953,6004.65020201929,54970.0026220957,113166.084011717,13739.5245047693,3481.33883947021,1733.38404623828,12429.6486524001,34148.8071181154,34101.4424900695,42423.009866403,39169.1109600073,7095.87196681085,8199.92107076782,3849.99421625025,10034.0519559348,955.948803347852,2033.82357251371,5195.73003696622,135389.474439831
"16","55","Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","56","Admin, Support, Waste Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","61","Education",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","62","Healthcare, Social assistance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","71","Arts, Entertainment, Recreation",0,0,0,0,0,0,0,0,0,0,0,1262.98520466875,0,0,1422,0,0,0,0,1319.11918461286,0,0,0
"21","72","Accommodation, Restaurants",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","81","Repair, Personal services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
