1111A0,1111B0,111200,111300,111400,111900,1121A0,112120,112A00,112300,113000,114000,115000,211000,212100,2122A0,212230,212310,2123A0,213111,21311A,221100,221200,221300,230301,230302,233210,233230,233240,233262,233293,2332A0,2332B0,233411,233412,2334A0,321100,321200,321910,3219A0,327100,327200,327310,327320,327330,327390,327400,327910,327991,327992,327993,327999,331110,331200,33131A,33131B,331411,331419,331420,331490,331510,331520,33211A,332114,33211B,332200,332310,332320,332410,332420,332430,332500,332600,332710,332720,332800,33291A,332913,332991,33299A,332996,33299B,333111,333112,333120,333130,33329A,333220,333295,33331A,333313,333314,333315,33341A,333414,333415,333511,33351A,333514,33351B,333611,333612,333613,333618,33391A,333912,333920,333991,33399A,333993,333994,33399B,334111,334112,33411A,334210,334220,334290,334300,33441A,334413,334418,334510,334511,334512,334513,334514,334515,334516,334517,33451A,334610,335110,335120,335210,335221,335222,335224,335228,335311,335312,335313,335314,335911,335912,335920,335930,335991,335999,336111,336112,336120,336211,336212,336213,336214,336310,336320,3363A0,336350,336360,336370,336390,336411,336412,336413,336414,33641A,336500,336611,336612,336991,336992,336999,337110,337121,337122,33712A,337127,33721A,337215,337900,339112,339113,339114,339115,339116,339910,339920,339930,339940,339950,339990,311111,311119,311210,311221,31122A,311225,311230,311300,311410,311420,31151A,311513,311514,311520,31161A,311615,311700,311810,3118A0,311910,311920,311930,311940,311990,312110,312120,312130,312140,312200,313100,313200,313300,314110,314120,314900,315000,316000,322110,322120,322130,322210,322220,322230,322291,322299,323110,323120,324110,324121,324122,324190,325110,325120,325130,325180,325190,325211,3252A0,325310,325320,325411,325412,325413,325414,325510,325520,325610,325620,325910,3259A0,326110,326120,326130,326140,326150,326160,326190,326210,326220,326290,420000,441000,445000,452000,4A0000,481000,482000,483000,484000,485000,486000,48A000,492000,493000,511110,511120,511130,5111A0,511200,512100,512200,515100,515200,517110,517210,517A00,518200,5191A0,519130,52A000,522A00,523A00,523900,524100,524200,525000,5310HS,531ORE,532100,532A00,532400,533000,541100,541511,541512,54151A,541200,541300,541400,541610,5416A0,541700,541800,5419A0,541920,541940,550000,561100,561200,561300,561400,561500,561600,561700,561900,562000,611100,611A00,611B00,621100,621200,621300,621400,621500,621600,621900,622000,623A00,623B00,624100,624A00,624400,711100,711200,711A00,711500,712000,713100,713200,713900,721000,722110,722211,722A00,811100,811200,811300,811400,812100,812200,812300,812900,813100,813A00,813B00,814000,S00500,S00600,491000,S00102,S00700,S00203,S00401,S00402,S00300,S00900
21073.00,54738.00,18450.00,18596.00,18496.00,19594.00,54648.00,35639.00,23694.00,33130.00,21159.00,7157.00,23142.00,235813.00,35617.00,12632.00,11193.00,14948.00,11857.00,52642.00,60385.00,325099.00,149191.00,55564.00,144320.00,70768.00,47450.00,42136.00,93763.00,95448.00,76876.00,155843.00,157298.00,307816.00,54048.00,182474.00,30867.00,21321.00,25009.00,23526.00,8307.00,23256.00,10181.00,33750.00,8737.00,11956.00,7363.00,4123.00,4195.00,3003.00,5814.00,3190.00,117517.00,8776.00,15831.00,25169.00,7211.00,11807.00,24384.00,14144.00,18038.00,13553.00,12990.00,7781.00,12682.00,9790.00,42977.00,42606.00,5579.00,8510.00,16462.00,8789.00,6722.00,36197.00,24143.00,26666.00,22879.00,4249.00,7264.00,8733.00,7269.00,18541.00,20200.00,7741.00,31551.00,21992.00,19928.00,3268.00,13192.00,13489.00,2101.00,4179.00,2070.00,5163.00,4685.00,28934.00,5917.00,6029.00,8436.00,7838.00,10640.00,3298.00,4021.00,25880.00,13050.00,9164.00,26638.00,2711.00,16740.00,4147.00,2290.00,8717.00,39118.00,10082.00,13125.00,18433.00,36539.00,4332.00,7380.00,26007.00,70547.00,23402.00,23659.00,43865.00,2912.00,9269.00,5356.00,12207.00,11983.00,6617.00,8828.00,6513.00,1973.00,11176.00,3263.00,4693.00,5554.00,4435.00,4312.00,7059.00,12062.00,10260.00,10317.00,5447.00,3015.00,15422.00,12248.00,2556.00,8749.00,80444.00,161731.00,24246.00,6834.00,7321.00,5594.00,10606.00,29109.00,18203.00,21004.00,36665.00,20848.00,27894.00,47490.00,85787.00,32323.00,30430.00,11683.00,4714.00,11820.00,17453.00,10422.00,6344.00,11165.00,7619.00,18605.00,10212.00,6921.00,3641.00,5381.00,17753.00,7845.00,9696.00,29398.00,30624.00,4362.00,5375.00,4478.00,13659.00,12025.00,2935.00,4481.00,9104.00,27849.00,13576.00,25001.00,12892.00,9760.00,20493.00,12822.00,8664.00,27090.00,24556.00,33995.00,31883.00,29849.00,14377.00,8975.00,107365.00,49297.00,10130.00,42951.00,20576.00,24069.00,7331.00,11146.00,13958.00,19389.00,42419.00,24151.00,13113.00,11367.00,50689.00,5541.00,13706.00,10732.00,12931.00,5210.00,10206.00,19916.00,5486.00,6853.00,47496.00,25286.00,48653.00,19944.00,8207.00,11358.00,4847.00,70050.00,6670.00,551087.00,11834.00,7994.00,18524.00,94799.00,9094.00,7713.00,31703.00,100688.00,84663.00,23142.00,18018.00,11778.00,11672.00,132362.00,9719.00,19638.00,22254.00,10112.00,46235.00,37218.00,4699.00,36867.00,35516.00,13953.00,3589.00,7560.00,9365.00,11592.00,84813.00,16965.00,4406.00,15518.00,1243950.00,142114.00,163274.00,182607.00,718791.00,156131.00,60854.00,48343.00,277319.00,56345.00,25972.00,103831.00,83647.00,76802.00,10831.00,20735.00,34542.00,12137.00,130551.00,113693.00,21263.00,20139.00,33184.00,343218.00,131880.00,26958.00,84824.00,8719.00,17494.00,438730.00,219361.00,208007.00,314382.00,515881.00,185567.00,136405.00,1478793.00,894229.00,100187.00,39696.00,70755.00,135599.00,288384.00,198873.00,91538.00,49341.00,128936.00,270862.00,30253.00,142986.00,31957.00,389052.00,338407.00,64329.00,11867.00,22462.00,420440.00,43192.00,27178.00,177515.00,73093.00,39836.00,47662.00,141114.00,37262.00,88711.00,38699.00,171995.00,58869.00,347043.00,97088.00,61808.00,79916.00,37303.00,64891.00,35365.00,648862.00,137601.00,34385.00,59043.00,34170.00,42324.00,28628.00,29376.00,22643.00,24119.00,12246.00,12151.00,85966.00,59194.00,134310.00,238110.00,290147.00,83404.00,183578.00,39391.00,53028.00,36743.00,59154.00,18136.00,25891.00,57759.00,77273.00,40180.00,57850.00,18131.00,526072.00,272278.00,74680.00,3050.00,1411371.00,68727.00,10223.00,0,0,"1,703"
