1111A0,1111B0,111200,111300,111400,111900,1121A0,112120,112A00,112300,113000,114000,115000,211000,212100,2122A0,212230,212310,2123A0,213111,21311A,221100,221200,221300,230301,230302,233210,233230,233240,233262,233293,2332A0,2332B0,233411,233412,2334A0,321100,321200,321910,3219A0,327100,327200,327310,327320,327330,327390,327400,327910,327991,327992,327993,327999,331110,331200,33131A,331314,33131B,331411,331419,331420,331490,331510,331520,33211A,332114,33211B,332200,332310,332320,332410,332420,332430,332500,332600,332710,332720,332800,33291A,332913,332991,33299A,332996,33299B,333111,333112,333120,333130,33329A,333220,333295,33331A,333313,333314,333315,33341A,333414,333415,333511,33351A,333514,33351B,333611,333612,333613,333618,33391A,333912,333920,333991,33399A,333993,333994,33399B,334111,334112,33411A,334210,334220,334290,334300,33441A,334413,334418,334510,334511,334512,334513,334514,334515,334516,334517,33451A,334610,335110,335120,335210,335221,335222,335224,335228,335311,335312,335313,335314,335911,335912,335920,335930,335991,335999,336111,336112,336120,336211,336212,336213,336214,336310,336320,3363A0,336350,336360,336370,336390,336411,336412,336413,336414,33641A,336500,336611,336612,336991,336992,336999,337110,337121,337122,33712A,337127,33721A,337215,337900,339112,339113,339114,339115,339116,339910,339920,339930,339940,339950,339990,311111,311119,311210,311221,31122A,311225,311230,311300,311410,311420,31151A,311513,311514,311520,31161A,311615,311700,311810,3118A0,311910,311920,311930,311940,311990,312110,312120,312130,312140,312200,313100,313200,313300,314110,314120,314900,315000,316000,322110,322120,322130,322210,322220,322230,322291,322299,323110,323120,324110,324121,324122,324190,325110,325120,325130,325180,325190,325211,3252A0,325310,325320,325411,325412,325413,325414,325510,325520,325610,325620,325910,3259A0,326110,326120,326130,326140,326150,326160,326190,326210,326220,326290,420000,441000,445000,452000,4A0000,481000,482000,483000,484000,485000,486000,48A000,492000,493000,511110,511120,511130,5111A0,511200,512100,512200,515100,515200,517110,517210,517A00,518200,5191A0,519130,52A000,522A00,523A00,523900,524100,524200,525000,5310HS,531ORE,532100,532A00,532400,533000,541100,541511,541512,54151A,541200,541300,541400,541610,5416A0,541700,541800,5419A0,541920,541940,550000,561100,561200,561300,561400,561500,561600,561700,561900,562000,611100,611A00,611B00,621100,621200,621300,621400,621500,621600,621900,622000,623A00,623B00,624100,624A00,624400,711100,711200,711A00,711500,712000,713100,713200,713900,721000,722110,722211,722A00,811100,811200,811300,811400,812100,812200,812300,812900,813100,813A00,813B00,814000,S00500,S00600,491000,S00101,S00102,S00700,S00201,S00202,S00203
21425.00,55482.00,18718.00,18867.00,18578.00,20636.00,55374.00,36155.00,23638.00,33612.00,19076.00,6899.00,18482.00,293640.00,42939.00,13840.00,12867.00,19080.00,14861.00,22891.00,51328.00,306100.00,121614.00,10515.00,142401.00,67094.00,45296.00,34660.00,76787.00,90810.00,72951.00,142348.00,144326.00,279670.00,50840.00,182205.00,27922.00,21677.00,27916.00,23571.00,8654.00,23310.00,10348.00,34765.00,8985.00,12067.00,7497.00,4444.00,4268.00,3153.00,5967.00,3249.00,101913.00,22330.00,7836.00,7760.00,25888.00,7584.00,5927.00,25562.00,18182.00,18750.00,13816.00,12433.00,8046.00,12749.00,10486.00,45494.00,43709.00,5816.00,8686.00,17158.00,9239.00,9146.00,37117.00,24259.00,26840.00,23942.00,4200.00,7487.00,8623.00,7342.00,18286.00,21594.00,8275.00,34201.00,21228.00,21847.00,3601.00,14167.00,15028.00,2222.00,4505.00,2382.00,5360.00,4878.00,29726.00,5640.00,6498.00,7806.00,8265.00,8900.00,3450.00,4173.00,25415.00,13390.00,9389.00,27223.00,2529.00,17492.00,4320.00,2365.00,8876.00,48013.00,9546.00,15593.00,20895.00,44087.00,5991.00,7628.00,31715.00,78496.00,24251.00,26034.00,48766.00,3584.00,10697.00,5853.00,13791.00,13204.00,5787.00,10122.00,7017.00,2080.00,11222.00,3584.00,4676.00,5776.00,4243.00,4573.00,7363.00,12411.00,10371.00,10775.00,5697.00,3080.00,16030.00,12554.00,2667.00,9443.00,87807.00,160904.00,20011.00,12235.00,7467.00,5779.00,10786.00,27811.00,19709.00,22146.00,36523.00,21890.00,30524.00,49761.00,100205.00,38456.00,33924.00,15099.00,5748.00,12570.00,18442.00,10807.00,6621.00,11407.00,7985.00,19356.00,10839.00,7362.00,3742.00,5425.00,18429.00,7755.00,10008.00,30883.00,33747.00,4525.00,5862.00,5159.00,9702.00,12386.00,3009.00,4116.00,13546.00,28906.00,13493.00,23221.00,13339.00,11767.00,21188.00,13055.00,9854.00,26617.00,24628.00,34868.00,33631.00,31827.00,13378.00,8534.00,107323.00,49152.00,10279.00,33048.00,20643.00,23696.00,7696.00,9119.00,13944.00,18737.00,44389.00,24220.00,13242.00,10372.00,50332.00,9313.00,17231.00,9198.00,12968.00,4789.00,9570.00,21118.00,5574.00,5077.00,50141.00,25368.00,49386.00,21260.00,7820.00,10269.00,4742.00,98309.00,5574.00,567190.00,12170.00,8358.00,14317.00,76391.00,9270.00,8106.00,30039.00,98611.00,84537.00,15896.00,17585.00,11337.00,13685.00,162804.00,12881.00,23928.00,23172.00,10403.00,46835.00,38285.00,4838.00,39084.00,33974.00,13795.00,3723.00,7751.00,9630.00,11846.00,86973.00,17804.00,4384.00,15386.00,1269457.00,214233.00,186946.00,193902.00,725638.00,155997.00,61908.00,48330.00,283159.00,44815.00,25880.00,94744.00,83062.00,69040.00,48674.00,47571.00,37603.00,26762.00,143803.00,114728.00,20959.00,64307.00,57405.00,321093.00,171042.00,34859.00,80766.00,6999.00,32007.00,495803.00,242099.00,262949.00,240491.00,533933.00,169663.00,116572.00,1496841.00,876480.00,49060.00,30921.00,55008.00,132949.00,288511.00,93333.00,102061.00,54119.00,132385.00,273730.00,29830.00,145562.00,31914.00,162270.00,129124.00,63918.00,11860.00,24527.00,431705.00,45635.00,27322.00,178836.00,70559.00,39994.00,44795.00,140769.00,40679.00,75787.00,33769.00,138785.00,54589.00,351795.00,97515.00,65929.00,73213.00,37532.00,51240.00,33632.00,531078.00,136540.00,34926.00,60962.00,33570.00,39618.00,20199.00,35384.00,29367.00,30224.00,11111.00,18372.00,29094.00,65206.00,196054.00,238422.00,245228.00,29344.00,111060.00,19265.00,30602.00,20524.00,60087.00,18269.00,26150.00,48097.00,77713.00,40430.00,63513.00,18131.00,547984.00,290587.00,74848.00,12270.00,8887.00,1787992.00,11789.00,30241.00,182057.00
