yk_code,yk_desc,dig_code,dig_desc,pro,tra,who,ret,pur
F06E00,Federal national defense: Gross investment in equipment,337127,Institutional furniture manufacturing,0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,337215,"Showcase, partition, shelving, and locker manufacturing",0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,1,0,0,0,1
F06E00,Federal national defense: Gross investment in equipment,339112,Surgical and medical instrument manufacturing,45,0,15,0,61
F06E00,Federal national defense: Gross investment in equipment,339113,Surgical appliance and supplies manufacturing,7,0,2,0,9
F06E00,Federal national defense: Gross investment in equipment,339114,Dental equipment and supplies manufacturing,47,0,16,0,63
F06E00,Federal national defense: Gross investment in equipment,339920,Sporting and athletic goods manufacturing,0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,339950,Sign manufacturing,0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,339990,All other miscellaneous manufacturing,13,2,8,0,23
F06E00,Federal national defense: Gross investment in equipment,423100,Motor vehicle and motor vehicle parts and supplies,235,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,423400,Professional and commercial equipment and supplies,906,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,423600,Household appliances and electrical and electronic goods ,5875,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,423800,"Machinery, equipment, and supplies",2085,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,423A00,Other durable goods merchant wholesalers,756,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,424200,Drugs and druggists’ sundries,1,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,424400,Grocery and related product wholesalers ,1,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,424700,Petroleum and petroleum products,0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,424A00,Other nondurable goods merchant wholesalers,28,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,425000,Wholesale electronic markets and agents and brokers,118,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,481000,Air transportation,34,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,482000,Rail transportation,47,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,483000,Water transportation,3,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,484000,Truck transportation,794,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,541512,Computer systems design services,2086,0,0,0,2086
F06E00,Federal national defense: Gross investment in equipment,S00402,Used and secondhand goods,0,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,423100,Motor vehicle and motor vehicle parts and supplies,0,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,423400,Professional and commercial equipment and supplies,305,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,423600,Household appliances and electrical and electronic goods ,23,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,423800,"Machinery, equipment, and supplies",0,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,423A00,Other durable goods merchant wholesalers,4,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,424200,Drugs and druggists’ sundries,0,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,424A00,Other nondurable goods merchant wholesalers,1,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,425000,Wholesale electronic markets and agents and brokers,11,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,481000,Air transportation,1,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,483000,Water transportation,0,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,484000,Truck transportation,11,0,0,0,0
F06N00,Federal national defense: Gross investment in intellectual property products,511200,Software publishers,1189,12,344,0,1545
F06N00,Federal national defense: Gross investment in intellectual property products,518200,"Data processing, hosting, and related services",676,0,0,0,676
F06N00,Federal national defense: Gross investment in intellectual property products,541511,Custom computer programming services,6816,0,0,0,6816
F06N00,Federal national defense: Gross investment in intellectual property products,541700,Scientific research and development services,61470,0,0,0,61470
F06S00,Federal national defense: Gross investment in structures,233210,Health care structures,188,0,0,0,188
F06S00,Federal national defense: Gross investment in structures,233262,Educational and vocational structures,675,0,0,0,675
F06S00,Federal national defense: Gross investment in structures,2332A0,Office and commercial structures,1593,0,0,0,1593
F06S00,Federal national defense: Gross investment in structures,233412,Multifamily residential structures,1148,0,0,0,1148
F06S00,Federal national defense: Gross investment in structures,2334A0,Other residential structures,140,0,0,0,140
F06S00,Federal national defense: Gross investment in structures,233230,Manufacturing structures,2,0,0,0,2
F06S00,Federal national defense: Gross investment in structures,2332D0,Other nonresidential structures,2801,0,0,0,2801
F06S00,Federal national defense: Gross investment in structures,233240,Power and communication structures,747,0,0,0,747
F06S00,Federal national defense: Gross investment in structures,233411,Single-family residential structures,215,0,0,0,215
F06S00,Federal national defense: Gross investment in structures,2332C0,Transportation structures and highways and streets,598,0,0,0,598
F06S00,Federal national defense: Gross investment in structures,S00402,Used and secondhand goods,-4,0,0,0,-4
F07E00,Federal nondefense: Gross investment in equipment,3219A0,All other wood product manufacturing,79,4,10,0,92
F07E00,Federal nondefense: Gross investment in equipment,332200,Cutlery and handtool manufacturing,3,0,1,0,4
F07E00,Federal nondefense: Gross investment in equipment,332310,Plate work and fabricated structural product manufacturing,5,0,1,0,6
F07E00,Federal nondefense: Gross investment in equipment,332410,Power boiler and heat exchanger manufacturing,82,2,25,0,109
F07E00,Federal nondefense: Gross investment in equipment,332430,"Metal can, box, and other metal container (light gauge) manufacturing",26,1,2,0,29
F07E00,Federal nondefense: Gross investment in equipment,332710,Machine shops,909,25,0,0,934
F07E00,Federal nondefense: Gross investment in equipment,33291A,Valve and fittings other than plumbing,1,0,0,0,2
F07E00,Federal nondefense: Gross investment in equipment,332996,Fabricated pipe and pipe fitting manufacturing,0,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,332999,Other fabricated metal manufacturing,265,7,52,0,325
F07E00,Federal nondefense: Gross investment in equipment,333111,Farm machinery and equipment manufacturing,174,5,63,0,242
F07E00,Federal nondefense: Gross investment in equipment,333112,Lawn and garden equipment manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,333120,Construction machinery manufacturing,1,0,0,0,2
F07E00,Federal nondefense: Gross investment in equipment,33329A,Other industrial machinery manufacturing,31,1,5,0,38
F07E00,Federal nondefense: Gross investment in equipment,333316,Photographic and photocopying equipment manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,333318,Other commercial and service industry machinery manufacturing,28,1,9,0,37
F07E00,Federal nondefense: Gross investment in equipment,333517,Machine tool manufacturing,47,1,8,0,57
F07E00,Federal nondefense: Gross investment in equipment,333611,Turbine and turbine generator set units manufacturing,182,5,32,0,219
F07E00,Federal nondefense: Gross investment in equipment,333618,Other engine equipment manufacturing,12,0,2,0,14
F07E00,Federal nondefense: Gross investment in equipment,333912,Air and gas compressor manufacturing,2,0,0,0,3
F07E00,Federal nondefense: Gross investment in equipment,33391A,Pump and pumping equipment manufacturing,14,0,2,0,17
F07E00,Federal nondefense: Gross investment in equipment,333920,Material handling equipment manufacturing,23,1,4,0,28
F07E00,Federal nondefense: Gross investment in equipment,333993,Packaging machinery manufacturing,2,0,0,0,2
F07E00,Federal nondefense: Gross investment in equipment,33399A,Other general purpose machinery manufacturing,4,0,1,0,5
F07E00,Federal nondefense: Gross investment in equipment,334111,Electronic computer manufacturing,836,9,237,0,1083
F07E00,Federal nondefense: Gross investment in equipment,334112,Computer storage device manufacturing,14,0,4,0,18
F07E00,Federal nondefense: Gross investment in equipment,334118,Computer terminals and other computer peripheral equipment manufacturing,71,1,20,0,92
F07E00,Federal nondefense: Gross investment in equipment,334210,Telephone apparatus manufacturing,584,6,257,0,847
F07E00,Federal nondefense: Gross investment in equipment,334220,Broadcast and wireless communications equipment,4155,41,1890,0,6086
F07E00,Federal nondefense: Gross investment in equipment,334290,Other communications equipment manufacturing,3,0,2,0,5
F07E00,Federal nondefense: Gross investment in equipment,334418,Printed circuit assembly (electronic assembly) manufacturing,0,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,33441A,Other electronic component manufacturing,7,0,1,0,8
F07E00,Federal nondefense: Gross investment in equipment,334510,Electromedical and electrotherapeutic apparatus manufacturing,305,3,104,0,412
F07E00,Federal nondefense: Gross investment in equipment,334511,"Search, detection, and navigation instruments manufacturing",2069,21,274,0,2364
F07E00,Federal nondefense: Gross investment in equipment,334513,Industrial process variable instruments manufacturing,7,0,1,0,8
F07E00,Federal nondefense: Gross investment in equipment,334515,Electricity and signal testing instruments manufacturing,51,1,7,0,60
F07E00,Federal nondefense: Gross investment in equipment,334516,Analytical laboratory instrument manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,334517,Irradiation apparatus manufacturing,58,1,18,0,76
F07E00,Federal nondefense: Gross investment in equipment,335210,Small electrical appliance manufacturing,16,2,4,0,23
F07E00,Federal nondefense: Gross investment in equipment,335311,"Power, distribution, and specialty transformer manufacturing",270,3,75,0,349
F07E00,Federal nondefense: Gross investment in equipment,335312,Motor and generator manufacturing,100,1,28,0,129
F07E00,Federal nondefense: Gross investment in equipment,335313,Switchgear and switchboard apparatus manufacturing,191,2,53,0,247
F07E00,Federal nondefense: Gross investment in equipment,335314,Relay and industrial control manufacturing,143,1,40,0,185
F07E00,Federal nondefense: Gross investment in equipment,335920,Communication and energy wire and cable manufacturing,130,1,36,0,168
F07E00,Federal nondefense: Gross investment in equipment,335999,All other miscellaneous electrical equipment and component manufacturing,70,1,19,0,90
F07E00,Federal nondefense: Gross investment in equipment,336111,Automobile manufacturing,23,1,5,0,29
F07E00,Federal nondefense: Gross investment in equipment,336112,Light truck and utility vehicle manufacturing,4,0,0,0,4
F07E00,Federal nondefense: Gross investment in equipment,336120,Heavy duty truck manufacturing,216,3,6,0,226
F07E00,Federal nondefense: Gross investment in equipment,336211,Motor vehicle body manufacturing,31,1,9,0,41
F07E00,Federal nondefense: Gross investment in equipment,336212,Truck trailer manufacturing,3,0,1,0,5
F07E00,Federal nondefense: Gross investment in equipment,336360,Motor vehicle seating and interior trim manufacturing,5,0,1,0,6
F07E00,Federal nondefense: Gross investment in equipment,336411,Aircraft manufacturing,277,3,12,0,291
F07E00,Federal nondefense: Gross investment in equipment,336414,Guided missile and space vehicle manufacturing,1654,17,62,0,1732
F07E00,Federal nondefense: Gross investment in equipment,33641A,Propulsion units and parts for space vehicles and guided missiles,1149,12,49,0,1209
F07E00,Federal nondefense: Gross investment in equipment,336500,Railroad rolling stock manufacturing,28,1,1,0,30
F07E00,Federal nondefense: Gross investment in equipment,336611,Ship building and repairing,69,1,3,0,72
F07E00,Federal nondefense: Gross investment in equipment,336612,Boat building,185,2,7,0,194
F07E00,Federal nondefense: Gross investment in equipment,337121,Upholstered household furniture manufacturing,10,2,2,0,14
F07E00,Federal nondefense: Gross investment in equipment,337122,Nonupholstered wood household furniture manufacturing,62,9,13,0,84
F07E00,Federal nondefense: Gross investment in equipment,337127,Institutional furniture manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,33712N,Other household nonupholstered furniture,0,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,337215,"Showcase, partition, shelving, and locker manufacturing",2,0,0,0,3
F07E00,Federal nondefense: Gross investment in equipment,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,22,3,4,0,30
F07E00,Federal nondefense: Gross investment in equipment,339112,Surgical and medical instrument manufacturing,7,0,2,0,9
F07E00,Federal nondefense: Gross investment in equipment,339113,Surgical appliance and supplies manufacturing,118,1,40,0,160
F07E00,Federal nondefense: Gross investment in equipment,339114,Dental equipment and supplies manufacturing,78,1,27,0,106
F07E00,Federal nondefense: Gross investment in equipment,339920,Sporting and athletic goods manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,339940,Office supplies (except paper) manufacturing,1,0,0,0,1
F07E00,Federal nondefense: Gross investment in equipment,339950,Sign manufacturing,2,0,1,0,3
F07E00,Federal nondefense: Gross investment in equipment,314110,Carpet and rug mills,6,0,3,0,9
F07E00,Federal nondefense: Gross investment in equipment,314900,Other textile product mills,60,3,35,0,98
F07E00,Federal nondefense: Gross investment in equipment,326290,Other rubber product manufacturing,30,1,6,0,36
F07E00,Federal nondefense: Gross investment in equipment,423100,Motor vehicle and motor vehicle parts and supplies,26,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,423400,Professional and commercial equipment and supplies,556,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,423600,Household appliances and electrical and electronic goods ,2375,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,423800,"Machinery, equipment, and supplies",482,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,423A00,Other durable goods merchant wholesalers,68,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,424200,Drugs and druggists’ sundries,2,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,424400,Grocery and related product wholesalers ,2,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,424700,Petroleum and petroleum products,2,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,424A00,Other nondurable goods merchant wholesalers,24,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,425000,Wholesale electronic markets and agents and brokers,41,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,481000,Air transportation,7,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,482000,Rail transportation,6,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,483000,Water transportation,0,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,484000,Truck transportation,195,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,S00401,Scrap,0,0,0,0,0
F07E00,Federal nondefense: Gross investment in equipment,S00402,Used and secondhand goods,-76,0,0,0,-76
F07N00,Federal nondefense: Gross investment in intellectual property products,423100,Motor vehicle and motor vehicle parts and supplies,0,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,423400,Professional and commercial equipment and supplies,413,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,423600,Household appliances and electrical and electronic goods ,31,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,423800,"Machinery, equipment, and supplies",0,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,423A00,Other durable goods merchant wholesalers,6,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,424200,Drugs and druggists’ sundries,0,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,424A00,Other nondurable goods merchant wholesalers,2,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,425000,Wholesale electronic markets and agents and brokers,15,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,481000,Air transportation,1,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,483000,Water transportation,0,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,484000,Truck transportation,15,0,0,0,0
F07N00,Federal nondefense: Gross investment in intellectual property products,511200,Software publishers,1611,16,467,0,2093
F07N00,Federal nondefense: Gross investment in intellectual property products,518200,"Data processing, hosting, and related services",679,0,0,0,679
F07N00,Federal nondefense: Gross investment in intellectual property products,541511,Custom computer programming services,17537,0,0,0,17537
F07N00,Federal nondefense: Gross investment in intellectual property products,541700,Scientific research and development services,69932,0,0,0,69932
F07S00,Federal nondefense: Gross investment in structures,233210,Health care structures,3286,0,0,0,3286
F07S00,Federal nondefense: Gross investment in structures,233262,Educational and vocational structures,1252,0,0,0,1252
F07S00,Federal nondefense: Gross investment in structures,2332A0,Office and commercial structures,3440,0,0,0,3440
F07S00,Federal nondefense: Gross investment in structures,233230,Manufacturing structures,1181,0,0,0,1181
F07S00,Federal nondefense: Gross investment in structures,2332D0,Other nonresidential structures,3543,0,0,0,3543
F07S00,Federal nondefense: Gross investment in structures,233240,Power and communication structures,308,0,0,0,308
F07S00,Federal nondefense: Gross investment in structures,2332C0,Transportation structures and highways and streets,1833,0,0,0,1833
F07S00,Federal nondefense: Gross investment in structures,S00402,Used and secondhand goods,-365,0,0,0,-365
F10E00,State and local: Gross investment in equipment,332200,Cutlery and handtool manufacturing,16,0,6,0,22
F10E00,State and local: Gross investment in equipment,332420,Metal tank (heavy gauge) manufacturing,1,0,0,0,1
F10E00,State and local: Gross investment in equipment,332430,"Metal can, box, and other metal container (light gauge) manufacturing",20,1,2,0,22
F10E00,State and local: Gross investment in equipment,33291A,Valve and fittings other than plumbing,128,3,34,0,166
F10E00,State and local: Gross investment in equipment,332996,Fabricated pipe and pipe fitting manufacturing,5,0,1,0,6
F10E00,State and local: Gross investment in equipment,332999,Other fabricated metal manufacturing,603,16,118,0,737
F10E00,State and local: Gross investment in equipment,333111,Farm machinery and equipment manufacturing,185,5,67,0,257
F10E00,State and local: Gross investment in equipment,333112,Lawn and garden equipment manufacturing,81,2,29,0,112
F10E00,State and local: Gross investment in equipment,333120,Construction machinery manufacturing,1828,51,541,0,2420
F10E00,State and local: Gross investment in equipment,33329A,Other industrial machinery manufacturing,169,5,29,0,203
F10E00,State and local: Gross investment in equipment,333314,Optical instrument and lens manufacturing,66,2,14,0,82
F10E00,State and local: Gross investment in equipment,333316,Photographic and photocopying equipment manufacturing,93,2,92,0,188
F10E00,State and local: Gross investment in equipment,333318,Other commercial and service industry machinery manufacturing,1481,41,569,0,2091
F10E00,State and local: Gross investment in equipment,333414,Heating equipment (except warm air furnaces) manufacturing,0,0,0,0,0
F10E00,State and local: Gross investment in equipment,333415,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",118,3,36,0,157
F10E00,State and local: Gross investment in equipment,333413,Industrial and commercial fan and blower and air purification equipment manufacturing,2,0,1,0,3
F10E00,State and local: Gross investment in equipment,333517,Machine tool manufacturing,936,25,162,0,1124
F10E00,State and local: Gross investment in equipment,333611,Turbine and turbine generator set units manufacturing,114,3,20,0,137
F10E00,State and local: Gross investment in equipment,333618,Other engine equipment manufacturing,463,13,80,0,556
F10E00,State and local: Gross investment in equipment,33391A,Pump and pumping equipment manufacturing,213,6,37,0,256
F10E00,State and local: Gross investment in equipment,333920,Material handling equipment manufacturing,445,11,73,0,529
F10E00,State and local: Gross investment in equipment,333991,Power-driven handtool manufacturing,183,5,32,0,220
F10E00,State and local: Gross investment in equipment,333994,Industrial process furnace and oven manufacturing,12,0,2,0,15
F10E00,State and local: Gross investment in equipment,33399A,Other general purpose machinery manufacturing,225,6,39,0,270
F10E00,State and local: Gross investment in equipment,334111,Electronic computer manufacturing,3826,40,1086,0,4953
F10E00,State and local: Gross investment in equipment,334112,Computer storage device manufacturing,300,3,85,0,388
F10E00,State and local: Gross investment in equipment,334118,Computer terminals and other computer peripheral equipment manufacturing,1793,19,509,0,2321
F10E00,State and local: Gross investment in equipment,334210,Telephone apparatus manufacturing,1083,11,498,0,1592
F10E00,State and local: Gross investment in equipment,334220,Broadcast and wireless communications equipment,4887,48,298,0,5233
F10E00,State and local: Gross investment in equipment,334290,Other communications equipment manufacturing,283,8,132,0,423
F10E00,State and local: Gross investment in equipment,33441A,Other electronic component manufacturing,79,2,11,0,91
F10E00,State and local: Gross investment in equipment,334510,Electromedical and electrotherapeutic apparatus manufacturing,51,1,17,0,69
F10E00,State and local: Gross investment in equipment,334511,"Search, detection, and navigation instruments manufacturing",758,8,101,0,867
F10E00,State and local: Gross investment in equipment,334513,Industrial process variable instruments manufacturing,278,3,37,0,318
F10E00,State and local: Gross investment in equipment,334514,Totalizing fluid meter and counting device manufacturing,379,10,51,0,440
F10E00,State and local: Gross investment in equipment,334515,Electricity and signal testing instruments manufacturing,60,2,8,0,70
F10E00,State and local: Gross investment in equipment,334516,Analytical laboratory instrument manufacturing,112,3,15,0,130
F10E00,State and local: Gross investment in equipment,334517,Irradiation apparatus manufacturing,47,0,16,0,64
F10E00,State and local: Gross investment in equipment,33451A,"Watch, clock, and other measuring and controlling device manufacturing",168,5,22,0,195
F10E00,State and local: Gross investment in equipment,334300,Audio and video equipment manufacturing,1677,17,447,0,2141
F10E00,State and local: Gross investment in equipment,335120,Lighting fixture manufacturing,19,3,5,0,28
F10E00,State and local: Gross investment in equipment,335210,Small electrical appliance manufacturing,147,23,39,0,208
F10E00,State and local: Gross investment in equipment,335221,Household cooking appliance manufacturing,104,2,28,0,133
F10E00,State and local: Gross investment in equipment,335222,Household refrigerator and home freezer manufacturing,172,3,46,0,221
F10E00,State and local: Gross investment in equipment,335224,Household laundry equipment manufacturing,5,0,1,0,6
F10E00,State and local: Gross investment in equipment,335311,"Power, distribution, and specialty transformer manufacturing",187,2,52,0,241
F10E00,State and local: Gross investment in equipment,335312,Motor and generator manufacturing,173,2,48,0,223
F10E00,State and local: Gross investment in equipment,335313,Switchgear and switchboard apparatus manufacturing,81,1,23,0,104
F10E00,State and local: Gross investment in equipment,335314,Relay and industrial control manufacturing,174,2,49,0,225
F10E00,State and local: Gross investment in equipment,335999,All other miscellaneous electrical equipment and component manufacturing,270,3,75,0,348
F10E00,State and local: Gross investment in equipment,336111,Automobile manufacturing,668,21,158,0,848
F10E00,State and local: Gross investment in equipment,336112,Light truck and utility vehicle manufacturing,104,2,1,0,107
F10E00,State and local: Gross investment in equipment,336120,Heavy duty truck manufacturing,7484,119,282,0,7885
F10E00,State and local: Gross investment in equipment,336360,Motor vehicle seating and interior trim manufacturing,2,0,0,0,2
F10E00,State and local: Gross investment in equipment,336411,Aircraft manufacturing,13,0,1,0,14
F10E00,State and local: Gross investment in equipment,336500,Railroad rolling stock manufacturing,791,27,32,0,849
F10E00,State and local: Gross investment in equipment,336611,Ship building and repairing,24,0,1,0,26
F10E00,State and local: Gross investment in equipment,336612,Boat building,35,0,1,0,36
F10E00,State and local: Gross investment in equipment,336991,"Motorcycle, bicycle, and parts manufacturing",549,6,68,0,623
F10E00,State and local: Gross investment in equipment,336999,All other transportation equipment manufacturing,95,1,4,0,100
F10E00,State and local: Gross investment in equipment,337121,Upholstered household furniture manufacturing,17,3,3,0,23
F10E00,State and local: Gross investment in equipment,337122,Nonupholstered wood household furniture manufacturing,52,8,11,0,70
F10E00,State and local: Gross investment in equipment,337127,Institutional furniture manufacturing,477,71,115,0,663
F10E00,State and local: Gross investment in equipment,33712N,Other household nonupholstered furniture,5,1,1,0,7
F10E00,State and local: Gross investment in equipment,337215,"Showcase, partition, shelving, and locker manufacturing",153,24,31,0,208
F10E00,State and local: Gross investment in equipment,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,1981,295,404,0,2680
F10E00,State and local: Gross investment in equipment,337900,Other furniture related product manufacturing,23,4,6,0,33
F10E00,State and local: Gross investment in equipment,339112,Surgical and medical instrument manufacturing,60,1,20,0,81
F10E00,State and local: Gross investment in equipment,339113,Surgical appliance and supplies manufacturing,457,5,155,0,617
F10E00,State and local: Gross investment in equipment,339114,Dental equipment and supplies manufacturing,11,0,4,0,15
F10E00,State and local: Gross investment in equipment,339920,Sporting and athletic goods manufacturing,277,42,110,0,429
F10E00,State and local: Gross investment in equipment,339940,Office supplies (except paper) manufacturing,162,25,17,0,204
F10E00,State and local: Gross investment in equipment,339990,All other miscellaneous manufacturing,92,14,29,0,135
F10E00,State and local: Gross investment in equipment,314110,Carpet and rug mills,31,1,14,0,47
F10E00,State and local: Gross investment in equipment,423100,Motor vehicle and motor vehicle parts and supplies,507,0,0,0,0
F10E00,State and local: Gross investment in equipment,423400,Professional and commercial equipment and supplies,2565,0,0,0,0
F10E00,State and local: Gross investment in equipment,423600,Household appliances and electrical and electronic goods ,1889,0,0,0,0
F10E00,State and local: Gross investment in equipment,423800,"Machinery, equipment, and supplies",1355,0,0,0,0
F10E00,State and local: Gross investment in equipment,423A00,Other durable goods merchant wholesalers,431,0,0,0,0
F10E00,State and local: Gross investment in equipment,424200,Drugs and druggists’ sundries,2,0,0,0,0
F10E00,State and local: Gross investment in equipment,424400,Grocery and related product wholesalers ,3,0,0,0,0
F10E00,State and local: Gross investment in equipment,424700,Petroleum and petroleum products,1,0,0,0,0
F10E00,State and local: Gross investment in equipment,424A00,Other nondurable goods merchant wholesalers,55,0,0,0,0
F10E00,State and local: Gross investment in equipment,425000,Wholesale electronic markets and agents and brokers,380,0,0,0,0
F10E00,State and local: Gross investment in equipment,481000,Air transportation,16,0,0,0,0
F10E00,State and local: Gross investment in equipment,482000,Rail transportation,95,0,0,0,0
F10E00,State and local: Gross investment in equipment,483000,Water transportation,0,0,0,0,0
F10E00,State and local: Gross investment in equipment,484000,Truck transportation,983,0,0,0,0
F10E00,State and local: Gross investment in equipment,541512,Computer systems design services,1130,0,0,0,1130
F10E00,State and local: Gross investment in equipment,S00402,Used and secondhand goods,-8300,6,32,0,-8262
F10N00,State and local: Gross investment in intellectual property products,423100,Motor vehicle and motor vehicle parts and supplies,0,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,423400,Professional and commercial equipment and supplies,852,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,423600,Household appliances and electrical and electronic goods ,63,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,423800,"Machinery, equipment, and supplies",0,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,423A00,Other durable goods merchant wholesalers,12,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,424200,Drugs and druggists’ sundries,0,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,424A00,Other nondurable goods merchant wholesalers,4,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,425000,Wholesale electronic markets and agents and brokers,31,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,481000,Air transportation,2,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,484000,Truck transportation,31,0,0,0,0
F10N00,State and local: Gross investment in intellectual property products,511200,Software publishers,3332,33,963,0,4328
F10N00,State and local: Gross investment in intellectual property products,518200,"Data processing, hosting, and related services",1781,0,0,0,1781
F10N00,State and local: Gross investment in intellectual property products,541511,Custom computer programming services,7828,0,0,0,7828
F10N00,State and local: Gross investment in intellectual property products,541700,Scientific research and development services,15675,0,0,0,15675
F10S00,State and local: Gross investment in structures,233210,Health care structures,7304,0,0,0,7304
F10S00,State and local: Gross investment in structures,233262,Educational and vocational structures,63478,0,0,0,63478
F10S00,State and local: Gross investment in structures,2332A0,Office and commercial structures,7747,0,0,0,7747
F10S00,State and local: Gross investment in structures,233412,Multifamily residential structures,4082,0,0,0,4082
F10S00,State and local: Gross investment in structures,2334A0,Other residential structures,4601,0,0,0,4601
F10S00,State and local: Gross investment in structures,233230,Manufacturing structures,860,0,0,0,860
F10S00,State and local: Gross investment in structures,2332D0,Other nonresidential structures,54398,0,0,0,54398
F10S00,State and local: Gross investment in structures,233240,Power and communication structures,10161,0,0,0,10161
F10S00,State and local: Gross investment in structures,233411,Single-family residential structures,765,0,0,0,765
F10S00,State and local: Gross investment in structures,2332C0,Transportation structures and highways and streets,108434,0,0,0,108434
F10S00,State and local: Gross investment in structures,S00402,Used and secondhand goods,3122,0,0,0,3122
