M1N21301SU11.A,0,0,0
M1N21301SU12.A,0,0,0
M1N21301SB44.A,0,0,0
M1N21301SB46.A,0,0,1
M1N21301SN00.A,0,0,0
M1N21301SO01.A,2,2,2
M1N21301SO02.A,1,2,3
M1N21301SO03.A,0,0,0
M1N21301SO04.A,4,4,4
M1N21301IP00.A,428,872,816
M1N21301ENS1.A,207,429,328
M1N21301ENS2.A,83,234,225
M1N21301ENS3.A,27,62,66
M1N21301RD11.A,0,0,0
M1N21301RD12.A,0,0,0
M1N21301RD23.A,0,0,0
M1N21301RD21.A,0,0,0
M1N21301RD22.A,0,0,0
M1N21301RD24.A,0,0,0
M1N21301RD25.A,0,0,0
M1N21301RD31.A,0,0,0
M1N21301RD32.A,0,0,0
M1N21301RDOM.A,0,0,0
M1N21301RD70.A,0,0,0
M1N21301RD40.A,0,0,0
M1N21301RD50.A,0,0,0
M1N21301RD60.A,0,0,0
M1N21301RD80.A,111,146,197
M1N21301RD91.A,0,0,0
M1N21301RD92.A,0,0,0
M1N21301AE10.A,0,0,0
M1N21301AE20.A,0,0,0
M1N21301AE30.A,0,0,0
M1N21301AE40.A,0,0,0
M1N21301AE50.A,0,0,0
M1N22001EQ00.A,30351,38783,43285
M1N22001EP1A.A,36,121,139
M1N22001EP1B.A,328,694,787
M1N22001EP1C.A,0,0,0
M1N22001EP1D.A,56,86,83
M1N22001EP1E.A,44,66,74
M1N22001EP1F.A,0,0,0
M1N22001EP1G.A,56,136,140
M1N22001EP1H.A,84,196,234
M1N22001EP20.A,673,736,763
M1N22001EP34.A,2,2,1
M1N22001EP35.A,7,12,14
M1N22001EP36.A,1404,1631,1756
M1N22001EP31.A,201,270,150
M1N22001EP12.A,486,321,112
M1N22001EI11.A,3762,3391,3222
M1N22001EI12.A,831,635,459
M1N22001EI21.A,3033,4680,5719
M1N22001EI22.A,1105,1929,2305
M1N22001EI30.A,73,59,52
M1N22001EI40.A,339,229,160
M1N22001EI50.A,1299,1061,837
M1N22001EI60.A,11943,16914,19321
M1N22001ET11.A,224,219,357
M1N22001ET12.A,272,284,343
M1N22001ET20.A,449,193,136
M1N22001ET30.A,23,257,498
M1N22001ET40.A,38,101,213
M1N22001ET50.A,0,1,6
M1N22001EO11.A,0,0,0
M1N22001EO12.A,254,267,282
M1N22001EO30.A,0,0,0
M1N22001EO21.A,1,3,2
M1N22001EO40.A,416,398,356
M1N22001EO22.A,34,47,45
M1N22001EO50.A,658,1351,2267
M1N22001EO60.A,613,1092,1183
M1N22001EO71.A,0,0,0
M1N22001EO72.A,1065,823,732
M1N22001EO80.A,541,578,537
M1N22001ST00.A,25445,33972,38360
M1N22001SOO1.A,620,652,712
M1N22001SB31.A,0,0,0
M1N22001SB32.A,0,0,0
M1N22001SOO2.A,0,0,0
M1N22001SC03.A,0,0,0
M1N22001SC04.A,0,0,0
M1N22001SC01.A,55,63,64
M1N22001SOMO.A,0,0,0
M1N22001SC02.A,31,35,38
M1N22001SI00.A,227,221,223
M1N22001SU30.A,17424,22260,25819
M1N22001SU60.A,217,2077,3019
M1N22001SU40.A,5959,7366,6770
M1N22001SU50.A,56,235,565
M1N22001SU20.A,8,18,20
M1N22001SM01.A,31,63,70
M1N22001SM02.A,1,7,15
M1N22001SB10.A,0,0,0
M1N22001SB20.A,0,0,0
M1N22001SB41.A,0,0,0
M1N22001SB42.A,0,0,0
M1N22001SB43.A,0,0,1
M1N22001SB45.A,0,0,0
M1N22001SU11.A,0,0,0
M1N22001SU12.A,0,0,0
M1N22001SB44.A,0,0,0
M1N22001SB46.A,0,0,1
M1N22001SN00.A,0,0,0
M1N22001SO01.A,533,642,693
M1N22001SO02.A,201,251,269
M1N22001SO03.A,41,36,39
M1N22001SO04.A,40,44,40
M1N22001IP00.A,2938,4624,5640
M1N22001ENS1.A,1562,2591,3272
M1N22001ENS2.A,810,1442,1715
M1N22001ENS3.A,263,307,323
M1N22001RD11.A,0,0,0
M1N22001RD12.A,0,0,0
M1N22001RD23.A,0,0,0
M1N22001RD21.A,0,0,0
M1N22001RD22.A,0,0,0
M1N22001RD24.A,0,0,0
M1N22001RD25.A,0,0,0
M1N22001RD31.A,0,0,0
M1N22001RD32.A,0,0,0
M1N22001RDOM.A,0,0,0
M1N22001RD70.A,0,0,0
M1N22001RD40.A,0,0,0
M1N22001RD50.A,0,0,0
M1N22001RD60.A,0,0,0
M1N22001RD80.A,303,283,330
M1N22001RD91.A,0,0,0
M1N22001RD92.A,0,0,0
M1N22001AE10.A,0,0,0
M1N22001AE20.A,0,0,0
M1N22001AE30.A,0,0,0
M1N22001AE40.A,0,0,0
M1N22001AE50.A,0,0,0
M1N23001EQ00.A,30961,30956,37498
M1N23001EP1A.A,38,45,58
M1N23001EP1B.A,435,353,448
M1N23001EP1C.A,0,0,0
M1N23001EP1D.A,152,93,102
